,Gay community news,Gay community news,(Boston Mass.),abbreviated,GCN,alternative,,,text,marcgt,periodical,,,code,marccountry,mau,text,Boston,,,"G.C.N., inc.]",,marc,start,1973,marc,end,9999,serial,"Quarterly, 1994-","Weekly (except the last week of Apr., Aug. and Dec.), 1973-1992",marcfrequency,Quarterly,iso639-2b,code,eng,marcform,print,v. ill. 43 cm.,date/sequential designation,"Began with v. 1, no. 2 on June 28, 1973.",,,,,,,marcgac,n-us---,Homosexuality,,,lcsh,Gay men,United States,,lcsh,Gay liberation movement,lcsh,lcc,HQ75 .G37,ddc,305,,,Alternative press index,,,,,,,isReferencedBy,,local,(DLC)sn 95032713,local,(OCoLC)31855724,,,otherFormat,,Gay community newsletter,,,preceding,,,,,,,,,,issn,0147-0728,lccn,sc 77001418,oclc,,03079323,,,,,,marcorg,NSD,marc,770628,iso8601,19990522225058.0,1696389,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,,,,,,Periodicals,,,,,Periodicals,,,,,part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numbering,"Publication suspended with July 4/17, 1992 issue amd resumed with June 1994 issue.",Periodicals,11,Harvard University Microreproduction Dept.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gay life,,,,,,,,text,marcgt,periodical,,,code,marccountry,pau,text,Pittsburgh,,,GNC.,,marc,start,1977,marc,end,1979,serial,,,,,iso639-2b,code,eng,marcform,print,30 no. ill. 22 cm.,date/sequential designation,no. 2-31; Mar. 1977-Oct. 1979.,,,,,,,,,Lesbianism,Pennsylvania,,lcsh,Gay liberation movement,,,lcsh,,,,,,,,,Pittsburgh's gay life,,,,,,,preceding,Out,local,(OCoLC)5737007,,,,,succeeding,,,,,,,,,,,,,,,oclc,03831941,,,,,,,,,,,marcorg,PIT,marc,780427,iso8601,19990522220422.0,542801,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,marcfrequency,Monthly,PIT PITX,,,Homosexuality,Periodicals,lcsh,Periodicals,,,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,Pittsburgh,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gay life,Gay life (Out Publishing Co.),,uniform,,,,,text,marcgt,periodical,,,code,marccountry,pau,text,Pittsburgh,,,Out Publishing Co.,,,,,marc,start,197u,serial,,,,,iso639-2b,code,eng,marcform,print,v. : ill. ; 36 x 28 cm.,date/sequential designation,-no. 51 (June 1981).,"Description based on: Feb., 1981.",Issued as a supplement to: Out.,,,,,,,Lesbianism,Pennsylvania,,lcsh,Gay liberation movement,,,lcsh,,,,,,,,,Out,local,(OCoLC)5737007,,,,,host,Out and about,local,(OCoLC)7760230,,,,,succeeding,,,,,,,,,,,,,,,oclc,07239543,,,,,,,,,,,marcorg,PIT,marc,810319,iso8601,19990522220422.0,548396,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,marcfrequency,Monthly,PIT PITX,,,Homosexuality,Periodicals,lcsh,Periodicals,,,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,Pittsburgh,Pittsburgh,197 -1981,marc,end,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gay news,,,,,,,,text,marcgt,periodical,,,code,marccountry,pau,text,Pittsburgh,,,Gay Alternatives Pittsburgh.,,marc,start,1973,marc,end,1973,serial,,,,,iso639-2b,code,eng,marcform,print,ill. 28 cm.,date/sequential designation,no.3; June [1973],,,,,,,,,Lesbianism,Pennsylvania,,lcsh,Gay liberation movement,,,lcsh,,,,,,,,,Newsletter,local,(OCoLC)3510023,,,,,preceding,Pittsburgh gay news,local,(OCoLC)3010045,,,,,succeeding,,,,,,,,,,,,,,,oclc,03509532,,,,,,,,,,,marcorg,PIT,marc,771222,iso8601,19990522220422.0,542021,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,marcfrequency,Monthly,PIT PITX,Gay Alternatives Pittsburgh,corporate,Homosexuality,Periodicals,lcsh,Periodicals,,,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,Pittsburgh,Pittsburgh,,,,,Gay alternatives Pittsburgh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gay sunshine,,,,,,,,text,marcgt,periodical,,,code,marccountry,cau,text,"Berkeley, Calif",,,Gay Sunshine,,,,,marc,start,1970,serial,,,,,iso639-2b,code,eng,marcform,print,46 v. : ill. ; 45 cm.,date/sequential designation,-no. 46.,,Description based on: No. 5 (Jan. 1971); title from cover.,,,,,marcgac,n-us---,Homosexuality,,,lcsh,Homosexuality,,,lcsh,Gay liberation movement,lcsh,,,,,,,Gay sunshine journal,local,(OCoLC)8517263,,,,,succeeding,,,,,,,,,,,,,,,,,,,,,,,issn,0046-550X,lccn,sc 85003518,oclc,,02261416,,,,,,marcorg,PIT,marc,760620,iso8601,19990522220422.0,534521,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,marcfrequency,Unknown,PIT PITX,,,,,,Periodicals,,,,,Literary collections,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,date/sequential designation,"Began with: No. 1, published in 1970.",Periodicals,,,,,,1970-1981],marc,end,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gay sunshine journal,,,,,,,,text,,,,,code,marccountry,cau,text,San Francisco,,,Gay Sunshine Press,,,,,marc,start,1982,serial,Irregular,,,,iso639-2b,code,eng,marcform,print,v. : ill. ; 23 cm.,statement of responsibility,Edited by Winston Leyland.,,"""Anthology of fiction/poetry/prose.""",,,,,marcgac,n-us---,Gays,United States,,lcsh,Gays,,,lcsh,Gays,lcsh,lcc,HQ76.2.U5 G394,,,,,Gay sunshine,issn,0046-550X,local,(DLC)sc 85003518,local,(OCoLC)2261416,preceding,,,,,,,,,,,,,,,,,,,,,,,issn,0046-550X,lccn,sn 83010259,oclc,,08517263,,,,,aacr,marcorg,CDH,marc,820614,iso8601,20121114191344.0,1528467,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,"Leyland, Winston",personal,,,,Periodicals,marcfrequency,Completely irregular,,,Literary collections,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,date/sequential designation,No. 47-,Fiction,,,,,,c1982-,marc,end,uuuu,,date,1940-,00,Periodicals,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genre,Genre,(Los Angel. Calif.),abbreviated,"Genre (Los Angeles, Calif.)",uniform,,,text,marcgt,periodical,,,code,marccountry,cau,text,"Los Angeles, Calif",,,Genre Publishing,,,,,marc,start,1991,serial,"Bimonthly, <Dec./Jan. 1994->","Quarterly, 1992-",marcfrequency,Bimonthly,iso639-2b,code,eng,marcform,print,v. : ill. ; 27 cm.,date/sequential designation,"Vol. 1, no. 1 (spring 1991)-",Title from cover.,,,,,,,,Gays,,,lcsh,Homosexuality,,,lcsh,,,lcc,WMLC 93/1073,ddc,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issn,1074-5246,lccn,sf 93091572,oclc,,24835116,,,,,aacr,marcorg,SMP,marc,911121,iso8601,19990522225058.0,1592666,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,,,Gay men,Periodicals,lcsh,Periodicals,,,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,United States,,,1991-,marc,end,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Homo xtra,HX,,alternative,Homo extra,alternative,,,text,,,,,code,marccountry,nyu,text,"New York, N.Y",,,"Two Queens, Inc.",,marc,start,19uu,marc,end,9999,serial,Weekly,,,,iso639-2b,code,eng,marcform,print,v. : ill. ; 22 cm.,,,,,,,,,marcgac,n-us-ny,Gay men,New York (State),,lcsh,Male homosexuality,New York (State),,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lccn,sn 94020160,oclc,29807670,,,,,,,,aacr,marcorg,NYP,marc,930308,iso8601,20070226124852.0,1516707,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,,,,,,Periodicals,marcfrequency,Weekly,"Description based on: Vol. 3, no. 1 & 2 (Jan. 13, 1993).",,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,,,,,,,,,,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ISMIR chronicle,ISMIR chron,,abbreviated,Chronicle,alternative,,,text,marcgt,periodical,,,code,marccountry,pau,text,"Pittsburgh, PA",,,International Sexual Minorities Information Resource,,,,,marc,start,1995,serial,Semianual,,,,iso639-2b,code,eng,marcform,print,v.,date/sequential designation,Issue #1 (summer/fall 1995)-,Title from caption.,,,,,,,,,,,,,,,,,,ddc,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issn,1084-7359,lccn,sn 95002317,oclc,,33139553,stock number,"ISMIR, PO Box 81869, Pittsburgh, PA 15217-0869",,,aacr,marcorg,NSD,marc,950915,iso8601,19990522225058.0,1642233,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,International Sexual Minorities Information Resource,corporate,,,,,marcfrequency,Semiannual,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1995-,marc,end,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,International sexual minorities events calendar,ISMIR events calendar,,alternative,ISMIR calendar,alternative,,,text,marcgt,periodical,,,code,marccountry,pau,text,"Pittsburgh, PA",,,International Sexual Minorities Information Resource,,,,,marc,start,1994,serial,Monthly,,,,iso639-2b,code,eng,marcform,print,v. ; 22 cm.,date/sequential designation,"Vol. 1, no. 1 (Apr. 1994)-",Title from cover.,,,,,,,,Gays,,,lcsh,Lesbians,,,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issn,1075-9131,lccn,sn 94000293,oclc,,30325424,stock number,"ISMIR, PO Box 81869, Pittsburgh, PA 15217-0869",,,aacr,marcorg,NSD,marc,940425,iso8601,20121114191357.0,1651776,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,International Sexual Minorities Information Resource (Organization),corporate,Calendars,,lcsh,Calendars,marcfrequency,Monthly,,,Calendars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1994-,marc,end,9999,,,,,,,,International Sexual Minorities Information Resource (Organization),corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,ladder,,,,,,,,text,marcgt,periodical,rdacontent,text,code,marccountry,cau,,,,,,,marc,start,1956,marc,end,1972,serial,"Bimonthly, Oct./Nov. 1968-Aug./Sept. 1972","Monthly, Oct. 1956-Sept. 1968",marcfrequency,Bimonthly,iso639-2b,code,eng,marccategory,electronic resource,1 online resource (volumes) : illustrations.,date/sequential designation,"Vol. 1, no. 1 (Oct. 1956)-v. 16, no. 11-12 (Sept. 1972).","Publisher varies: Daughters of Bilitis, July 1956-1970; The Ladder, Sept. 1970-1972.","Place of publication varies: San Francisco, Calif., April 1956-May 1970; Reno, Nov. 1970-July 1970-1972.",Magazine/Journal.,Title from cover.,Reproduction of the originals from Duke University Library.,Reproduction of the originals from Canadian Lesbian and Gay Archives.,marcgac,n-us-ca,,,Periodicals,lcsh,,,,fast,Lesbianism,lcsh,lcc,HQ73 .L3,,,electronic resource,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9GDG/AHSI?sid=gale_marc&u=upitt_main,"Archives of Sexuality & Gender: LGBTQ History and Culture Since 1940, Part II",,,,,,,series,,,,,,,,,,,,,,,,,,,,,,,oclc,806972399,,,,,,,,,,rda,marcorg,MIGCL,marc,901009,iso8601,20180731084233.0,9264314,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,Daughters of Bilitis,corporate,,,,,,,,,,,,,,,,,,,text,"San Francisco, California :","Daughters of Bilitis,",1956-1972.,publication,marcsmd,remote,media,rdamedia,computer,carrier,rdacarrier,online resource,,,,Periodicals,,,fast,,Periodicals,lcsh,primary display,Pitt users please click through for access via Gale Cengage,electronic resource,Pitt users please click through for access via Gale Cengage,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/3LKX/AHSI?sid=gale_marc&u=upitt_main,iso639-2b,code,eng,,,marcgac,n-us-nv,,,,,,,,,,,,,,,,,,,,,,text,issuing body.,fast,Periodicals.,numbering,Some issues combined.,Daughters of Bilitis,corporate,Daughters of Bilitis.,corporate,Lesbianism,Lesbians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lambda Rising news,Lambda Rising news,,abbreviated,,,,,text,marcgt,periodical,,,code,marccountry,dcu,text,"Washington, DC",,,Lambda Rising,,marc,start,1984,marc,end,9999,serial,Four times a year,,,,iso639-2b,code,eng,marcform,print,v. : ill. ; 38 cm.,date/sequential designation,Began in 1984?,Description based on: Fall 1990; title from caption.,,,,,,marcgac,n-us---,Periodicals,,,lcsh,Gays,,,lcsh,Gays,lcsh,ddc,305,,,,,Whole gay catalog,issn,0890-8028,local,(DLC)sn 86010655,,,host,,,,,,,,,,,,,,,,,,,,,,,issn,1053-363X,issn,1053-353X,lccn,,sn 90004901,oclc,22517404,,,aacr,marcorg,NSD,marc,901016,iso8601,19990522225058.0,1481948,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,"Lambda Rising, Inc",corporate,,,,,marcfrequency,Quarterly,,,Periodicals,,,12,,,,,,,,,,,,,,,,,,,,,,United States,,,,lcsh,,,,,,,,,,,,numbering,Issues for <Nov.-Dec. 1992-> called holiday issue.,,,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,"Lambda Rising, Inc.",corporate,,,Gays,,numbering,Suspended 1987-89.,Books and reading,Periodicals,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lambda Rising news,Lambda Rising news,,abbreviated,,,,,text,marcgt,periodical,rdacontent,text,code,marccountry,dcu,,,,,,,marc,start,1984,marc,end,199u,serial,"Quarterly, <Fall 1990->",,,,iso639-2b,code,eng,marccategory,electronic resource,1 online resource (volumes) : illustrations.,date/sequential designation,Began in 1984?,Magazine/Journal.,Reproduction of the originals from Duke University Library.,,,,,marcgac,n-us---,,,Catalogs,lcsh,Gays,United States,Periodicals,lcsh,Gays,lcsh,lcc,HQ75 .L35,ddc,305,electronic resource,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/2UHL/AHSI?sid=gale_marc&u=upitt_main,Whole gay catalog,issn,0890-8028,local,(DLC)sn 86010655,local,(OCoLC)14399231,host,"Archives of Sexuality & Gender: LGBTQ History and Culture Since 1940, Part II",,,,,,,series,,,,,,,,,,,,,,,issn,1053-363X,issn,1053-353X,issn-l,,1053-363X,oclc,952385774,,,rda,marcorg,MIGCL,marc,901016,iso8601,20180712112420.0,9247652,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,"Lambda Rising, Inc",corporate,,,,,marcfrequency,Quarterly,,,,,,,,,,,,,text,"Washington, DC :","Lambda Rising, Inc.,",1984-199-?.,publication,marcsmd,remote,media,rdamedia,computer,carrier,rdacarrier,online resource,numbering,Issues for <Nov.-Dec. 1992-> called Holiday issue.,,Periodicals,,Periodicals,lcsh,,Periodicals,lcsh,primary display,Pitt users please click through for access via Gale Cengage,,,,iso639-2b,code,eng,numbering,Suspended 1987-1989.,marcgac,n-us-dc,,,Books and reading,12,,,,,,,,,,,,,,,,,,text,publisher.,,Booksellers' catalogs.,,,"Lambda Rising, Inc.",corporate,,,Lesbians,Gays in literature,,,Books and reading,,yes,additional physical form,Also issued on microfilm from Primary Source Microfilm.,Homosexuality in literature,Periodicals,lcsh,Gays' writings,Periodicals,lcsh,Lesbians' writings,Periodicals,lcsh,Gay authors,Periodicals,lcsh,Lesbian authors,Periodicals,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,Leather journal,Leather j,,abbreviated,TLJ,alternative,,,text,marcgt,periodical,fast,Periodicals.,code,marccountry,cau,text,"West Hollywood, CA",,,Cedar Pub. Corp.,,marc,start,19uu,marc,end,9999,serial,Monthly,,,,iso639-2b,code,eng,marcform,print,v.,,,,,,,,,,,Sadomasochism,,Periodicals,lcsh,Gay men,,Periodicals,lcsh,Gay men,fast,ddc,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issn,1062-8185,issn-l,1062-8185,lccn,,sn 92004064,oclc,ocm25756878,oclc,25756878,aacr,marcorg,NSD,marc,920504,iso8601,20180720111043.0,9275942,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,,,,,,,Leather lifestyle,,lcsh,,marcfrequency,Monthly,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,fast,,,fast,,,,,,iso639-2b,code,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leather lifestyle,Sadomasochism,,,,,,,,Gay sadomasochism,Periodicals,henn,,,,,,,,,,,,,Periodicals,stock number,"The Leather Journal, 7985 Santa Monica Blvd., #214, West Hollywood, CA 90046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Menergy,Menergy of the Pittsburgh Men's Collective,,alternative,Newsletter of the Pittsburgh Men's Collective,alternative,,,text,marcgt,periodical,rdacontent,text,code,marccountry,pau,text,"Pittsburgh, Penn",,,Pittsburgh Men's Collective,,,,,marc,start,1992,serial,Bimonthly,,,,iso639-2b,code,eng,marcform,print,volumes : illustrations ; 28 cm.,date/sequential designation,"Vol. 14, no. 2 (May/June 1992)-",,,,,,,marcgac,n-us-pa,Men,,Periodicals,lcsh,Men,Pennsylvania,Periodicals,lcsh,Men,fast,lcc,HQ1090.5.P4 P5,,,,,Newsletter of the Pittsburgh Men's Collective,local,(OCoLC)25921014,,,,,preceding,,,,,,,,,,,,,,,,,,,,,,,oclc,ocm26776477,oclc,26776477,,,,,,,,aacr,marcorg,EEM,marc,921013,iso8601,20190111120000.0,9376415,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",3.5,the newsletter of the Pittsburgh Men's Collective,,,,Pittsburgh Men's Collective,corporate,,,,,marcfrequency,Bimonthly,,,,,,,,,,,,,,,,,,rdamedia,unmediated,carrier,rdacarrier,volume,,,,,,,,Pennsylvania,,fast,,,,,,,,,iso639-2b,code,eng,,,,,,,,,,,,,1992-,marc,end,9999,,,,,,,Pittsburgh,,,,,fast,Periodicals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title from indicia:,lcgft,Newsletters.,media,Pittsburgh,"Pittsburgh, Penn. : Pittsburgh Men's Collective, 1989-1992.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
